"name","address","latitude","longitude","link","price","health_color","special_diet"
"Makin' Jamaican","Location Varies",42.379541,-71.064634,"/restaurants/makin-jamaican/","$$","red","  "
"Maluken","645 Beacon St",42.348731,-71.097068,"/restaurants/maluken/","$$$","red","  "
"Mama Gina's","19 Union Sq",42.379651,-71.096496,"/restaurants/mama-ginas/","$","red","  "
"Mama's Place","764 Huntington Ave",42.333374,-71.10598,"/restaurants/mamas-place/","$","green","  "
"Mamma Maria","3 North Sq",42.36408,-71.053765,"/restaurants/mamma-maria/","$$$$$","yellow","  "
"Mandy & Joe's Delicatessen","328 Washington St",42.348974,-71.152167,"/restaurants/mandy-joes-delicatessen/","$","yellow","  "
"Mangia","537 Columbus Ave",42.341649,-71.080729,"/restaurants/mangia/","$","yellow","  "
"Mangia Mangia","147 Endicott St",42.365332,-71.057596,"/restaurants/mangia-mangia/","$","green","  "
"Map Room Cafe","700 Boylston St",42.349497,-71.079795,"/restaurants/map-room-cafe/","$$","green","  "
"Marco Polo","274 Summer St",42.350336,-71.050271,"/restaurants/marco-polo/","$","green","  "
"Mare Oyster Bar","135 Richmond St",42.363443,-71.054183,"/restaurants/mare-oyster-bar/","$$$$$","red","  "
"Maria's Pastry Shop","46 Cross St",42.363131,-71.056625,"/restaurants/marias-pastry-shop/","$$$","yellow","  "
"Maria's Taqueria","226 Tremont St",42.351421,-71.065151,"/restaurants/marias-taqueria/","$","red","  "
"Mario's","347 Chelsea St",42.378214,-71.028965,"/restaurants/marios/","$$$","yellow","  "
"Mariposa Bakery","424 Massachusetts Ave",42.363644,-71.100831,"/restaurants/mariposa-bakery/","$","green","  "
"Market","100 Stuart St",42.351097,-71.065536,"/restaurants/market/","$$$$$","yellow","  "
"Market","21 Broad St",42.358763,-71.054446,"/restaurants/market-2/","$$$$","yellow","  "
"Marliave (CLOSED)","10 Bosworth St",42.357397,-71.061295,"/restaurants/marliave/","$$$$","yellow","  "
"Martin's Coffee Shop","35 Harvard St",42.334297,-71.119196,"/restaurants/martins-coffee-shop/","$","yellow","  "
"Martsa On Elm","233 Elm St",42.394952,-71.121453,"/restaurants/martsa-on-elm/","$$$","yellow","  "
"Mary Chung Restaurant","460 Massachusetts Ave",42.363909,-71.101255,"/restaurants/mary-chung-restaurant/","$$","red","  "
"Mary's Deli On the Charles","820 Memorial Dr",42.361759,-71.115718,"/restaurants/marys-deli-on-the-charles/","$$","green","  "
"Masa","439 Tremont St",42.346826,-71.069128,"/restaurants/masa/","$$$$","yellow","  "
"Masala","1127 Broadway",42.403172,-71.126683,"/restaurants/masala/","$$","green"," vegetarian-friendly "
"Mashawi Grill","157 Sutherland Rd",42.341131,-71.146901,"/restaurants/mashawi-grill/","$$","yellow","  "
"Mass Ave Pita","197 Massachusetts Ave",42.345208,-71.087075,"/restaurants/mass-ave-pita-2/","$","yellow"," vegetarian-friendly "
"Mass Avenue Diner","906 Massachusetts Ave",42.368327,-71.108816,"/restaurants/mass-avenue-restaurant/","$","yellow","  "
"Mass Chicken","736 Massachusetts Ave",42.366289,-71.105408,"/restaurants/mass-chicken/","$","yellow","  "
"Massimino's Cucina Italiana","207 Endicott St",42.366442,-71.05809,"/restaurants/massiminos-cucina-italiana/","$$$","red","  gluten-free"
"Master Wok","100 Cambridgeside Pl",42.368148,-71.076147,"/restaurants/master-wok/","$","red","  "
"Master Wok","650 Atlantic Ave",42.354032,-71.052865,"/restaurants/master-wok-2/","$","red","  "
"Matt Murphy's","14 Harvard St",42.333622,-71.118971,"/restaurants/matt-murphys/","$$$$","yellow","  "
"Maurizio's","364 Hanover St",42.365712,-71.053175,"/restaurants/maurizios/","$$$$","red","  "
"Max Brenner","745 Boylston St",42.34938,-71.080522,"/restaurants/max-brenner/","$$$","yellow","  "
"Max's Deli Cafe","151 Milk St",42.357631,-71.054638,"/restaurants/maxs-deli-cafe/","$$","green","  "
"Maxim Coffee House","62 Harrison Ave",42.351507,-71.061155,"/restaurants/maxim-coffee-house/","$","red","  "
"May's Cafe","95 Glenville Ave",42.34927,-71.135552,"/restaurants/mays-cafe/","$","red","  "
"May's Cake House","223 Harrison Ave",42.347772,-71.062807,"/restaurants/mays-cake-house/","$$$$$","red","  "
"MC2","2 Cambridge Ctr",42.363342,-71.088084,"/restaurants/mc2/","$$$$","yellow","  "
"McCabe's on Mass","2046 Massachusetts Ave",42.390905,-71.122578,"/restaurants/mccabes-on-mass/","$$$","yellow","  "
"McCormick & Schmick's","34 Columbus Ave",42.350893,-71.069187,"/restaurants/mccormick-schmicks-2/","$$$$","red","  "
"McCormick & Schmick's","Faneuil Hall Marketplace",42.360383,-71.055429,"/restaurants/mccormick-schmicks/","$$$$","red","  "
"McGann's Pub","197 Portland St",42.364221,-71.06177,"/restaurants/mcganns-pub/","$","yellow","  "
"McGreevy's","911 Boylston St",42.348357,-71.083999,"/restaurants/mcgreevys/","$$","yellow","  "
"Meadhall","4 Cambridge Center",42.362945,-71.08661,"/restaurants/meadhall/","$$$","green","  "
"Mediterranean Grill (CLOSED)","281 Franklin St",42.356967,-71.053536,"/restaurants/mediterranean-grill/","$$","green","  "
"Megumi","4 S Market St",42.359804,-71.054457,"/restaurants/megumi/","$$","red","  "
"Mehak Halal","329 Sumner St",42.367105,-71.03608,"/restaurants/mehak-halal/","$$","yellow","  "
"Mei Mei","506 Park Dr",42.347751,-71.10568,"/restaurants/mei-mei/","$$$","green","  "
"Mei Mei Street Kitchen","Location Varies",42.348507,-71.075245,"/restaurants/mei-mei-street-kitchen/","$","yellow","  "
"Mela","578 Tremont St",42.34328,-71.072927,"/restaurants/mela/","$$$$","green","  "
"Menton","354 Congress St",42.350675,-71.048459,"/restaurants/menton/","$$$$$","red","  "
"Meridian 155","155 Meridian St",42.374681,-71.039183,"/restaurants/meridian-155/","$","yellow","  "
"Meridian Food Market","121 Meridian St",42.373095,-71.039235,"/restaurants/meridian-food-market/","$","green","  "
"Meritage","70 Rowes Wharf",42.356597,-71.050328,"/restaurants/meritage/","$$$$$","red","  "
"Merrill & Co.","1 Appleton St",42.346639,-71.0695,"/restaurants/merrill-co/","$$$$","yellow","  "
"Met Back Bay","279 Dartmouth St",42.350897,-71.077995,"/restaurants/met-back-bay/","$$$$$","yellow","  "
"Metro Cafe","332 Congress St",42.351036,-71.049378,"/restaurants/metro-cafe/","$","yellow","  "
"Metropolis Cafe","584 Tremont St",42.343189,-71.073111,"/restaurants/metropolis-cafe/","$$$$","yellow","  "
"Metropolitan Desserts","1024 Commonwealth Ave",42.351779,-71.121562,"/restaurants/metropolitan-desserts/","$$","red","  "
"MexiCali Burrito Cabana","350 Kendall St",42.364027,-71.081802,"/restaurants/mexicali-burrito-cabana/","$$","yellow","  "
"MexiCali Burrito Co","500 Technology Square",42.363493,-71.092561,"/restaurants/mexicali-burrito-co/","$","yellow","  "
"Mi Pueblito","333 Border St",42.379419,-71.040258,"/restaurants/mi-pueblito/","$$","red","  "
"Mi Rancho Restaurante","45 Meridian St",42.371297,-71.039195,"/restaurants/mi-rancho-restaurante/","$","yellow","  "
"Miami Restaurant","381 Centre St",42.322115,-71.109389,"/restaurants/miami-restaurant/","$$","red","  "
"Michael's Deli","256 Harvard St",42.34163,-71.121263,"/restaurants/michaels-deli/","$$","green","  "
"Middlesex Lounge","315 Massachusetts Ave",42.362592,-71.099064,"/restaurants/middlesex-lounge/","$","green","  "
"Midwest Grill","1124 Cambridge St",42.372997,-71.096277,"/restaurants/midwest-grill/","$$$$","yellow","  "
"Miel","510 Atlantic Ave",42.358127,-71.051372,"/restaurants/miel/","$$$$","yellow","  "
"Mija Cantina & Tequila Bar","1 Faneuil Hall Marketplace",42.359656,-71.055944,"/restaurants/mija-cantina-tequila-bar/","$$$","yellow","  "
"Mike and Patty's","12 Church St",42.348505,-71.067793,"/restaurants/mike-and-pattys/","$$","green","  "
"Mike's","9 Davis Sq",42.396709,-71.122672,"/restaurants/mikes-restaurant/","$$","yellow","  "
"Mike's City Diner","1714 Washington St",42.336897,-71.076595,"/restaurants/mikes-city-diner/","$$","yellow","  "
"Mike's Donuts","1524\u002DA Tremont St",42.332332,-71.099921,"/restaurants/mikes-donuts/","$","yellow","  "
"Mike's Pastry","11 Dunster St",42.372999,-71.119121,"/restaurants/mikes-pastry-2/","$","red","  "
"Mike's Pastry","300 Hanover St",42.364234,-71.054427,"/restaurants/mikes-pastry/","$","red","  "
"Milano Pizzeria and Pasta","60 Washington St",42.343273,-71.142388,"/restaurants/milano-pizzeria-and-pasta/","$$","green","  "
"Milk Street Cafe","50 Milk St",42.356597,-71.057228,"/restaurants/milk-street-cafe/","$","green"," vegetarian-friendly "
"Milky Way Lounge","284 Amory St",42.314768,-71.10449,"/restaurants/milky-way-lounge-lanes/","$$$","yellow","  "
"Minibar (CLOSED)","51 Huntington Ave",42.348237,-71.078577,"/restaurants/minibar/","$$","yellow","  "
"Miracle of Science","321 Massachusetts Ave",42.362671,-71.099238,"/restaurants/miracle-of-science/","$","yellow","  "
"Mission Sushi And Wok","1625 Tremont St",42.333842,-71.103511,"/restaurants/mission-sushi-and-wok/","$$$","yellow"," vegetarian-friendly "
"Mistral","223 Columbus Ave",42.347246,-71.073539,"/restaurants/mistral/","$$$","yellow","  "
"Mitch's Traditional BBQ","212 Hampshire St",42.373497,-71.100796,"/restaurants/mitchs-traditional-bbq/","$$$","yellow","  "
"Mix-It","1678 Massachusetts Ave",42.38239,-71.119906,"/restaurants/mix-it/","$$$","green"," vegetarian-friendly "
"Mixtura","300 Beacon St",42.383598,-71.113169,"/restaurants/mixtura/","$$","yellow","  "
"Mixx","66 Brighton Ave",42.352449,-71.128686,"/restaurants/mixx/","$","yellow","  "
"Mixx","1258 Boylston St",42.345244,-71.095276,"/restaurants/mixx-2/","$","yellow","  "
"MJ Ready","318 Harvard St",42.342519,-71.122028,"/restaurants/mj-ready/","$$","yellow","  "
"Moby Dick","269 Huntington Ave",42.342047,-71.085895,"/restaurants/moby-dick/","$$","green","  "
"Modern Pastry Shop","257 Hanover St",42.36351,-71.055186,"/restaurants/modern-pastry-shop/","$","yellow","  "
"Modern Underground","257 Hanover St",42.363254,-71.054733,"/restaurants/modern-underground/","$$","yellow","  "
"Mohr & McPherson Cafe","460 Harrison Ave",42.342598,-71.065443,"/restaurants/mohr-mcpherson-cafe/","$","green","  "
"Mojitos","48 Winter St",42.35607,-71.061852,"/restaurants/mojitos/","$$","yellow","  "
"Moksa","450 Massachusetts Ave",42.363526,-71.100977,"/restaurants/moksa/","$$$","yellow"," vegetarian-friendly "
"Momogoose Food Truck","Carleton St",42.361112,-71.086302,"/restaurants/momogoose-food-truck/","$","green","  "
"Mona Lisa Pizza & Grill","1621 Cambridge St",42.373657,-71.100379,"/restaurants/mona-lisa-pizza-grill/","$","red","  "
"Monica's Mercato Pizza","130 Salem St",42.36514,-71.055637,"/restaurants/monicas-mercato-pizza/","$$","yellow","  "
"Montecristo Mexican Grill","748\u002DA Huntington Ave",42.33382,-71.105734,"/restaurants/montecristo-mexican-grill/","$$","yellow","  "
"Montien","63 Stuart St",42.351104,-71.064831,"/restaurants/montien-2/","$$$","yellow","  "
"Montrose Spa","1646 Massachusetts Ave",42.381246,-71.119847,"/restaurants/montrose-spa/","$","green","  "
"Moogy's","154 Chestnut Hill Ave",42.341585,-71.154269,"/restaurants/moogys/","$","green","  "
"Moon Villa Restaurant","19 Edinboro St",42.351957,-71.05979,"/restaurants/moon-villa-restaurant/","$$","red","  "
"Mooo....","15 Beacon St",42.358084,-71.062429,"/restaurants/mooo/","$$$$$","yellow","  "
"Morse Fish Company","1401 Washington St",42.34098,-71.070169,"/restaurants/morse-fish-company/","$$","green","  "
"Morton's, The Steakhouse","2 Seaport Lane",42.349483,-71.040687,"/restaurants/mortons-the-steakhouse/","$$$$$","yellow","  "
"Mother Anna's","211 Hanover St",42.362842,-71.05529,"/restaurants/mother-annas/","$$$","yellow","  "
"Mother Juice","Location Varies",42.353068,-71.076519,"/restaurants/mother-juice/","$","green","vegan vegetarian-friendly "
"Moyzilla","Location Varies",42.334424,-71.074465,"/restaurants/moyzilla/","$$","red","  "
"Mr Crepe","51 Davis Sq",42.39658,-71.122511,"/restaurants/mr-crepe/","$","yellow","  "
"Mr Dooley's Boston Tavern","77 Broad St",42.357824,-71.053784,"/restaurants/mr-dooleys-boston-tavern/","$$$","yellow","  "
"Mr Sushi","329 Harvard St",42.34343,-71.12393,"/restaurants/mr-sushi/","$$$","red","  "
"Mr. Bartley's Burger Cottage","1246 Massachusetts Ave",42.37244,-71.116053,"/restaurants/mr-bartleys-burger-cottage/","$$","green","  "
"Mulan","228 Broadway",42.366697,-71.094596,"/restaurants/mulan/","$$$","red","  "
"Mulligans","83 Canal St",42.364326,-71.059689,"/restaurants/mulligans/","$","green","  "
"Muqueca","1008 Cambridge St",42.3726,-71.0939,"/restaurants/muqueca-restaurant/","$$$","yellow","  "
"My Cousin's Place","396 Hanover St",42.365964,-71.052999,"/restaurants/my-cousins-place/","$","green","  "
"My Thai Vegan Cafe","3 Beach St",42.351585,-71.062941,"/restaurants/my-thai-vegan-cafe/","$$$","green","vegan vegetarian-friendly "
"Myers + Chang","1145 Washington St",42.343768,-71.066138,"/restaurants/myers-+-chang/","$$$","green"," vegetarian-friendly gluten-free"
"Myung Dong 1st Avenue","90 Harvard Ave",42.353336,-71.132048,"/restaurants/myung-dong-1st-avenue/","$$$","red","  "
"Nan Ling","179 Massachusetts Ave",42.345956,-71.087292,"/restaurants/nan-ling/","$$","red","  "
"Natalie's Pizza","1312 Commonwealth Ave",42.348319,-71.134732,"/restaurants/natalies-pizza/","$","yellow","  "
"Navy Yard","1 6th St",42.374893,-71.054679,"/restaurants/navy-yard/","$$$","yellow","  "
"Nebo","520 Atlantic Ave",42.353888,-71.053126,"/restaurants/nebo/","$$$","yellow","  gluten-free"
"Ned Devine's","1 Faneuil Hall Marketplace",42.360063,-71.053976,"/restaurants/ned-devines/","$$$","yellow","  "
"Neighborhoods Coffee & Crepes","96 Peterborough St",42.343073,-71.099264,"/restaurants/neighborhoods-coffee-crepes/","$","yellow","  "
"Neptune Oyster","63 Salem St",42.363333,-71.056345,"/restaurants/neptune-oyster/","$$$$$","yellow","  "
"New American Cafe","465 Huntington Ave",42.331976,-71.101644,"/restaurants/new-american-cafe/","$$$$","yellow","  "
"New Dong Khanh","83 Harrison Ave",42.350826,-71.061689,"/restaurants/new-dong-khanh/","$","yellow","  "
"New England Soup Factory","2 Brookline Pl",42.335497,-71.110996,"/restaurants/new-england-soup-factory/","$$","green","  "
"New Golden Gate","66 Beach St",42.351124,-71.060465,"/restaurants/new-golden-gate/","$$$","green"," vegetarian-friendly "
"New Hong Kong","14 Tremont St",42.350599,-71.169145,"/restaurants/new-hong-kong/","$$","red","  "
"New Jumbo Seafood Restaurant","5 Hudson St",42.350926,-71.060268,"/restaurants/jumbo-seafood-restaurant/","$$$","yellow","  "
"New Shanghai Restaurant","21 Hudson St",42.350582,-71.060418,"/restaurants/new-shanghai-restaurant/","$$","red","  "
"New Speedy Chen's","297 Main St",42.37775,-71.067109,"/restaurants/new-speedy-chens/","$$","red","  "
"New York Fried Chicken & Pizza","67 Washington St",42.343957,-71.143511,"/restaurants/new-york-fried-chicken-pizza/","$","yellow","  "
"New York Pizza","435 Massachusetts Ave",42.340754,-71.082344,"/restaurants/new-york-pizza/","$$","red","  "
"New York Pizza","224 Tremont St",42.351476,-71.06514,"/restaurants/new-york-pizza-2/","$$","red","  "
"Newtowne Grille","1945 Massachusetts Ave",42.389896,-71.120497,"/restaurants/newtowne-grille/","$","red","  "
"Newtowne Variety","98 Windsor St",42.363453,-71.09697,"/restaurants/newtowne-variety/","$","green","  "
"Nico","417 Hanover St",42.365787,-71.05314,"/restaurants/nico/","$$$$","red","  "
"Nicole's Pizza","639 Tremont St",42.342095,-71.075087,"/restaurants/nicoles-pizza/","$","yellow","  "
"Nile Lounge","70 Brighton Ave",42.35264,-71.128761,"/restaurants/nile-lounge/","$","yellow","  "
"Ninety Nine","29 Austin St",42.375239,-71.065156,"/restaurants/ninety-nine-2/","$$","yellow","  "
"Nino's Pizza","79 Charles St",42.358407,-71.070867,"/restaurants/ninos-pizza/","$$","yellow","  "
"Nix's Mate","89 Broad St",42.357526,-71.053093,"/restaurants/nixs-mate/","$$$$$","yellow","  "
"No Name Restaurant","15 Fish Pier Rd",42.349484,-71.039807,"/restaurants/no-name-restaurant/","$$$","yellow","  "
"No. 9 Park","9 Park St",42.357397,-71.063095,"/restaurants/no-9-park/","$$$$$","yellow","  "
"Noir","1 Bennett St",42.372296,-71.122197,"/restaurants/noir/","$$","yellow","  "
"Nonno's Pizza","252 Friend St",42.364518,-71.061285,"/restaurants/nonnos-pizza/","$$","green","  "
"Noodle Barn","707 Centre St",42.311483,-71.114629,"/restaurants/noodle-barn/","$$$","red","  "
"Noodle St","627 Commonwealth Ave",42.349296,-71.088951,"/restaurants/noodle-st/","$$","yellow","  "
"North 26","26 North St",42.360829,-71.056341,"/restaurants/north-26/","$$$$$","green","  "
"North Street Grille","229 North St",42.363624,-71.052815,"/restaurants/north-street-grille/","$$$$","yellow","  "
"Nubar","16 Garden St",42.377301,-71.123176,"/restaurants/nubar/","$$$$","yellow","  "
"Nud Pob","738 Commonwealth Ave",42.351955,-71.124358,"/restaurants/nud-pob/","$$","red","  "
"Nunzio's Pizzeria","195 State Street",42.359513,-71.05322,"/restaurants/nunzios-pizzeria/","$","yellow","  "
"O Ya","9 East St",42.351197,-71.056995,"/restaurants/o-ya/","$$$$$","yellow","  "
"O! Deli","190 High St",42.356673,-71.052776,"/restaurants/o!-deli/","$","yellow","  "
"O'Leary's Restaurant","1010 Beacon St",42.346025,-71.107284,"/restaurants/olearys-restaurant/","$$","yellow","  "
"Oak Long Bar & Kitchen","138 St James Ave",42.349263,-71.076357,"/restaurants/oak-long-bar-kitchen/","$$$$$","green","  "
"Oakleaf Cakes","12 Westland Ave",42.343414,-71.086596,"/restaurants/oakleaf-cakes/","$","red","  "
"Oceanaire","40 Court St",42.359178,-71.059402,"/restaurants/oceanaire/","$$$$$","yellow","  "
"Odyssey Cruises","60 Rowes Wharf",42.357241,-71.049824,"/restaurants/odyssey-cruises/","$$$$$","yellow","  "
"Off the Boat","26 Porter St",42.374588,-71.038367,"/restaurants/off-the-boat/","$$$$","red","  "
"Oggi Gourmet","1350 Massachusetts Ave",42.373179,-71.118192,"/restaurants/pizzeria-oggi/","$$","green","  "
"Oishii","612 Hammond St",42.324626,-71.164928,"/restaurants/oishii/","$$$$","yellow","  "
"Oishii Boston","1166 Washington St",42.343229,-71.066641,"/restaurants/oishii-boston/","$$$$$","red","  "
"Old Havana","349 Centre St",42.322663,-71.106748,"/restaurants/old-havana/","$$$","yellow"," vegetarian-friendly "
"Ole Mexican Grill","11 Springfield St",42.373947,-71.100696,"/restaurants/ole-mexican-grill/","$$$$","yellow","  "
"Olea Cafe","195 Washington St",42.332132,-71.118096,"/restaurants/olea-cafe/","$$","green","  "
"Oleana","134 Hampshire St",42.370647,-71.097271,"/restaurants/oleana/","$$$$","yellow","  "
"Olecito","6 Cypress St",42.334397,-71.123346,"/restaurants/olecito-3/","$","red","  "
"Olecito","12 Springfield St",42.373947,-71.100696,"/restaurants/olecito/","$","red","  "
"Olga's Kafe","99 Summer St",42.353461,-71.057907,"/restaurants/olgas-kafe/","$","yellow","  "
"Olive Cafe","43 Gore St",42.371741,-71.079831,"/restaurants/olive-cafe/","$","green","  "
"Oliveira's","297 Chelsea St",42.376971,-71.030515,"/restaurants/oliveiras/","$$","yellow","  "
"Oliveira's Steak House","22 Central Sq",42.375141,-71.038613,"/restaurants/oliveiras-steak-house/","$$$","yellow","  "
"Oppa Sushi","185 Harvard Ave",42.350904,-71.131315,"/restaurants/oppa-sushi/","$$$","yellow","  "
"Orange Leaf","256 Elm St",42.395574,-71.122153,"/restaurants/orange-leaf/","$","yellow","  "
"Orange Leaf","145 TREMONT STREET",42.355267,-71.062848,"/restaurants/orange-leaf-2/","$","red","  "
"Oriental Pearl","220 Washington St",42.33243,-71.118671,"/restaurants/village-cafe/","$$","red","  "
"Orinoco","22 Harvard St",42.33388,-71.119029,"/restaurants/orinoco-2/","$$$","red","  "
"Orinoco","56 JFK St",42.371853,-71.120712,"/restaurants/orinoco-3/","$$$","red","  "
"Orinoco","477 Shawmut Ave",42.338764,-71.075995,"/restaurants/orinoco/","$$$","red","  "
"Orleans","65 Holland St",42.398237,-71.123807,"/restaurants/orleans/","$$$$","yellow","  "
"Osaka Japanese Sushi & Steakhouse","14 Green St",42.343208,-71.121825,"/restaurants/osaka-japanese-sushi-steakhouse/","$$$$","yellow","  "
"Ostra","1 Charles St",42.356354,-71.069278,"/restaurants/ostra/","$$$$$","yellow","  "
"OSushi","1 Eliot St",42.372681,-71.121229,"/restaurants/osushi-2/","$$$","yellow","  "
"Otto","888 Commonwealth Ave",42.350832,-71.115177,"/restaurants/otto-2/","$$","red","  "
"Otto Pizza","1432 Massachusetts Ave",42.373436,-71.1194,"/restaurants/otto-pizza/","$$","red","  "
"Otto Pizza","289 Harvard St",42.342761,-71.122158,"/restaurants/otto-pizza-2/","$$","red","  "
"Our House East","52 Gainsborough St",42.341654,-71.087038,"/restaurants/our-house-east/","$$","yellow","  "
"Out of the Blue","215 Elm St",42.393896,-71.121197,"/restaurants/out-of-the-blue/","$$$","yellow","  "
"Owl Station","28 W Broadway",42.342586,-71.056803,"/restaurants/owl-station/","$$$","red","  "
"Oxford Spa","102 Oxford St",42.382896,-71.116197,"/restaurants/oxford-spa/","$","green","  "
"P.F. Chang's","800 Boylston St",42.348785,-71.082408,"/restaurants/pf-changs-3/","$$$","yellow","  gluten-free"
"Pad Thai Cafe","1116 Boylston St",42.34686,-71.089188,"/restaurants/pad-thai-cafe/","$$","yellow","  "
"Padaria Brazil","125 Harvard Ave",42.352319,-71.132011,"/restaurants/padaria-brazil/","$","red","  "
"Paddy O's","33 Union St",42.360924,-71.057355,"/restaurants/paddy-os/","$$$","yellow","  "
"Pagliuca's","14 Parmenter St",42.363893,-71.055045,"/restaurants/pagliucas/","$$$$","yellow","  "
"Palm Sugar Thai Cuisine","195 Elm St",42.393096,-71.120497,"/restaurants/palm-sugar-thai-cuisine/","$$","yellow","  "
"Pan Roma","1026A Commonwealth Ave",42.351656,-71.121986,"/restaurants/pan-roma/","$$","green","  "
"Panda Express","775 Commonwealth Ave",42.350686,-71.108994,"/restaurants/panda-express-3/","$","red","  "
"Panda Express","800 Boylston St",42.350584,-71.089096,"/restaurants/panda-express/","$","red","  "
"Panda Express","100 Harborside Dr",42.35745,-71.018565,"/restaurants/panda-express-2/","$","red","  "
"Panelli's Pizza & Parm","415 Harvard St",42.345372,-71.12705,"/restaurants/panellis-pizza-parm/","$$","yellow","  "
"Panera Bread","289 Huntington Ave",42.341704,-71.086512,"/restaurants/panera-bread-4/","$$","green","  "
"Panera Bread","201 Brookline Ave",42.344213,-71.101938,"/restaurants/panera-bread-5/","$$","green","  "
"Panera Bread","1288 Massachusetts Ave",42.372779,-71.116802,"/restaurants/panera-bread-8/","$$","green","  "
"Panera Bread","200 High St",42.356778,-71.051941,"/restaurants/panera-bread/","$$","green","  "
"Panera Bread","888 Commonwealth Ave",42.349549,-71.087341,"/restaurants/panera-bread-3/","$$","green","  "
"Panera Bread","299 Harvard St",42.342905,-71.122796,"/restaurants/panera-bread-2/","$$","green","  "
"Panera Bread","115 Stuart St",42.351231,-71.065283,"/restaurants/panera-bread-9/","$$","green","  "
"Panera Bread","174 Alewife Brook Pkwy",42.391199,-71.14123,"/restaurants/panera-bread-10/","$$","green","  "
"Panera Bread","450 Boylston St",42.351025,-71.073527,"/restaurants/panera-bread-6/","$$","green","  "
"Panera Bread","5 White St",42.388684,-71.118833,"/restaurants/panera-bread-7/","$$","green","  "
"Panificio","144 Charles St",42.360084,-71.071107,"/restaurants/panificio/","$$$","yellow","  "
"Panza","326 Hanover St",42.364648,-71.053953,"/restaurants/panza/","$$$","red","  "
"Paolo's Trattoria","251 Main St",42.37696,-71.066441,"/restaurants/paolos-trattoria/","$$$$","red","  "
"Papa Gino's","19 Austin St",42.375332,-71.06492,"/restaurants/papa-ginos/","$$","yellow","  "
"Papa Razzi","159 Newbury St",42.3509,-71.078639,"/restaurants/papa-razzi-2/","$$$","yellow","  "
"Papa's Roast Beef & Pizza","55 Causeway St",42.364355,-71.062996,"/restaurants/papas-roast-beef-pizza/","$$","green","  "
"Papagayo","15 West St",42.354652,-71.062215,"/restaurants/papagayo-3/","$$$","red","  "
"Papagayo","283 Summer St",42.349877,-71.049667,"/restaurants/papagayo/","$$$","red","  "
"Papagayo","1 Chelsea St",42.371335,-71.061418,"/restaurants/papagayo-2/","$$$","red","  "
"Paradise Bakery & Cafe","800 Boylston St",42.348785,-71.082408,"/restaurants/paradise-bakery-cafe/","$","green","  "
"Paris Baguette","581 Massachusetts Ave",42.364988,-71.102649,"/restaurants/paris-baguette/","$$","green","  "
"Paris Creperie","278 Harvard St",42.342194,-71.121542,"/restaurants/paris-creperie/","$$","yellow","  "
"Parish Cafe","361 Boylston St",42.351673,-71.071435,"/restaurants/parish-cafe/","$$$","green"," vegetarian-friendly "
"Parish Cafe","493 Massachusetts Ave",42.339504,-71.080853,"/restaurants/parish-cafe-2/","$$$","green"," vegetarian-friendly "
"Park","59 JFK St",42.371574,-71.120996,"/restaurants/park/","$$$","yellow","  "
"Park Square Cafe","31 St James Ave",42.350733,-71.071618,"/restaurants/park-square-cafe/","$","green","  "
"Parker's Restaurant","60 School St",42.357981,-71.060173,"/restaurants/parkers-restaurant/","$$$$$","yellow","  "
"Parla","230 Hanover St",42.363245,-71.055233,"/restaurants/parla/","$$$$","yellow","  "
"Parlor Sports","1 Beacon St",42.374562,-71.101446,"/restaurants/parlor-sports/","$$","yellow","  "
"Parris","Quincy Market Building",42.36017,-71.056155,"/restaurants/parris/","$$$","yellow","  "
"Party Favors","1356 Beacon St",42.341697,-71.122756,"/restaurants/party-favors/","$","yellow","  "
"Passage to India","1900 Massachusetts Ave",42.388296,-71.119497,"/restaurants/passage-to-india/","$$","green","  "
"Pasta Beach","30 Rowes Wharf",42.357101,-71.050362,"/restaurants/pasta-beach/","$$$","red","  "
"Pasta Pot","Location Varies",42.345831,-71.082223,"/restaurants/pasta-pot/","$$","yellow","  "
"Pastoral","345 Congress St",42.350572,-71.048798,"/restaurants/pastoral/","$$$$","yellow","  "
"Patron's Mexican Kitchen & Watering Hole","138 Brighton Ave",42.352897,-71.131131,"/restaurants/patrons-mexican-kitchen-watering-hole/","$$$","yellow","  "
"Patty Chen's Dumpling Room","907 Main St",42.363633,-71.09949,"/restaurants/patty-chens-dumpling-room/","$$","red","  "
"Pauli's","65 Salem St",42.363205,-71.056102,"/restaurants/paulis/","$$","green","  "
"Pavement Coffee House","286 Newbury St",42.34894,-71.084492,"/restaurants/pavement-coffee-house/","$","yellow","  "
"Pavement Coffeehouse","736 Commonwealth Ave",42.350096,-71.106968,"/restaurants/pavement-coffeehouse-2/","$","red","  "
"Pavement Coffeehouse","44 Gainsborough St",42.341724,-71.086995,"/restaurants/pavement-coffeehouse-3/","$","yellow","  "
"Pavement Coffeehouse","1096 Boylston St",42.347247,-71.088611,"/restaurants/pavement-coffeehouse/","$","red","  "
"Pavia","82 Water St",42.357713,-71.055948,"/restaurants/pavia/","$","yellow","  "
"Peach Farm","4 Tyler St",42.351134,-71.060823,"/restaurants/peach-farm/","$$","red","  "
"Pedro's Tacos","55 Bromfield St",42.356951,-71.060835,"/restaurants/pedros-tacos/","$","red","  "
"Peet's Coffee & Tea","285 Harvard St",42.342642,-71.122214,"/restaurants/peets-coffee-tea/","$","red","  "
